user,pc_logoff,pc_logon,pc_logins_night,pc_logins_weekend,night_logon_ratio,weekend_logon_ratio,num_emails,num_files_downloaded,device_total_activity,avg_file_size,device_activity_per_logon,files_per_logon,files_per_device_activity,emails_per_logon
CLH0703,346,346,0.0,0.0,0.0,0.0,332,0.0,0.0,0.0,0.0,0.0,0.0,0.9567723342939481
CLS0296,346,346,0.0,0.0,0.0,0.0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.968299711815562
CMB0912,518,860,0.0,140.0,0.0,0.16260162601626016,5723,0.0,0.0,0.0,0.0,0.0,0.0,6.64692218350755
CMM0487,346,346,0.0,0.0,0.0,0.0,5005,0.0,0.0,0.0,0.0,0.0,0.0,14.423631123919309
CMS0454,346,346,0.0,0.0,0.0,0.0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.968299711815562
CMW0783,346,346,0.0,0.0,0.0,0.0,996,0.0,0.0,0.0,0.0,0.0,0.0,2.8703170028818445
CNB0900,346,346,0.0,0.0,0.0,0.0,1007,0.0,0.0,0.0,0.0,0.0,0.0,2.9020172910662825
CNE0352,346,346,0.0,0.0,0.0,0.0,5950,0.0,0.0,0.0,0.0,0.0,0.0,17.146974063400577
CNM0800,346,346,0.0,0.0,0.0,0.0,2994,0.0,0.0,0.0,0.0,0.0,0.0,8.628242074927954
COF0120,298,298,27.0,5.0,0.0903010033444816,0.016722408026755852,2554,0.0,0.0,0.0,0.0,0.0,0.0,8.54180602006689
COM0321,346,346,0.0,0.0,0.0,0.0,5016,0.0,0.0,0.0,0.0,0.0,0.0,14.455331412103746
CPG0322,503,503,0.0,0.0,0.0,0.0,5012,337.0,258.0,350.9112426035503,0.5119047619047619,0.6686507936507936,1.3011583011583012,9.944444444444445
CQH0701,346,617,0.0,0.0,0.0,0.0,334,243.0,271.0,351.95081967213116,0.43851132686084143,0.3932038834951456,0.8933823529411765,0.540453074433657
CQH0730,346,346,0.0,0.0,0.0,0.0,5068,0.0,0.0,0.0,0.0,0.0,0.0,14.605187319884726
CQW0652,327,327,0.0,0.0,0.0,0.0,974,696.0,1330.0,350.1606886657102,4.054878048780488,2.1219512195121952,0.5229151014274981,2.9695121951219514
CRD0624,50,50,1.0,0.0,0.0196078431372549,0.0,638,0.0,0.0,0.0,0.0,0.0,0.0,12.509803921568627
CRK0916,370,627,18.0,4.0,0.028662420382165606,0.006369426751592357,3363,0.0,0.0,0.0,0.0,0.0,0.0,5.3550955414012735
CRO0027,367,642,8.0,2.0,0.012441679626749611,0.003110419906687403,3037,0.0,0.0,0.0,0.0,0.0,0.0,4.723172628304821
CRP0456,346,346,0.0,0.0,0.0,0.0,335,0.0,0.0,0.0,0.0,0.0,0.0,0.9654178674351584
CSB0080,346,346,0.0,0.0,0.0,0.0,3715,0.0,0.0,0.0,0.0,0.0,0.0,10.706051873198847
CSC0217,467,467,141.0,0.0,0.30128205128205127,0.0,1158,1.0,4.0,203.0,0.008547008547008548,0.002136752136752137,0.2,2.4743589743589745
CSH0626,493,801,41.0,87.0,0.05112219451371571,0.1084788029925187,5340,0.0,0.0,0.0,0.0,0.0,0.0,6.658354114713217
CSJ0340,346,346,0.0,0.0,0.0,0.0,1017,0.0,0.0,0.0,0.0,0.0,0.0,2.930835734870317
CSL0949,346,346,0.0,0.0,0.0,0.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.9740634005763689
CSP0197,465,743,0.0,0.0,0.0,0.0,3676,0.0,0.0,0.0,0.0,0.0,0.0,4.940860215053763
CTA0020,371,639,0.0,0.0,0.0,0.0,3640,606.0,5942.0,350.2932454695222,9.284375,0.946875,0.10196870267541645,5.6875
CTR0341,608,996,54.0,277.0,0.05416248746238716,0.2778335005015045,1467,0.0,0.0,0.0,0.0,0.0,0.0,1.4714142427281847
CTR0697,350,613,2.0,0.0,0.003257328990228013,0.0,334,0.0,0.0,0.0,0.0,0.0,0.0,0.5439739413680782
CTW0500,346,346,0.0,0.0,0.0,0.0,4974,0.0,0.0,0.0,0.0,0.0,0.0,14.3342939481268
CUD0795,346,346,0.0,0.0,0.0,0.0,3023,0.0,0.0,0.0,0.0,0.0,0.0,8.711815561959654
CWB0065,457,731,0.0,0.0,0.0,0.0,2985,0.0,0.0,0.0,0.0,0.0,0.0,4.077868852459017
CWR0502,426,696,0.0,0.0,0.0,0.0,4677,765.0,694.0,358.4804177545692,0.9956958393113343,1.0975609756097562,1.1007194244604317,6.710186513629842
CXC0336,346,346,0.0,0.0,0.0,0.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,2.881844380403458
CYA0506,105,105,0.0,0.0,0.0,0.0,301,0.0,0.0,0.0,0.0,0.0,0.0,2.839622641509434
DAG0558,346,346,0.0,0.0,0.0,0.0,2983,0.0,0.0,0.0,0.0,0.0,0.0,8.596541786743515
DAL0673,364,629,0.0,0.0,0.0,0.0,3008,352.0,661.0,354.35694050991503,1.0492063492063493,0.5587301587301587,0.5317220543806647,4.7746031746031745
DAR0885,58,58,4.0,17.0,0.06779661016949153,0.288135593220339,109,0.0,0.0,0.0,0.0,0.0,0.0,1.847457627118644
DBB0384,346,346,0.0,0.0,0.0,0.0,3001,8543.0,5932.0,362.12441479400746,17.095100864553313,24.619596541786745,1.4399123546266643,8.648414985590778
DBG0261,346,346,0.0,0.0,0.0,0.0,3011,0.0,0.0,0.0,0.0,0.0,0.0,8.677233429394812
DBS0235,374,374,0.0,0.0,0.0,0.0,3034,0.0,0.0,0.0,0.0,0.0,0.0,8.090666666666667
DBW0483,346,345,0.0,0.0,0.0,0.0,5068,0.0,0.0,0.0,0.0,0.0,0.0,14.647398843930636
DCC0160,346,346,0.0,0.0,0.0,0.0,6027,0.0,0.0,0.0,0.0,0.0,0.0,17.368876080691642
DCH0843,294,294,3.0,1.0,0.010169491525423728,0.003389830508474576,281,38.0,46.0,365.61538461538464,0.15593220338983052,0.1288135593220339,0.8085106382978723,0.9525423728813559
DDA0476,346,346,0.0,0.0,0.0,0.0,5045,0.0,0.0,0.0,0.0,0.0,0.0,14.538904899135447
DDM0579,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
DEB0782,346,346,0.0,0.0,0.0,0.0,1004,0.0,0.0,0.0,0.0,0.0,0.0,2.893371757925072
DFH0188,431,702,0.0,0.0,0.0,0.0,1012,6281.0,807.0,361.8150270614454,1.1479374110953058,8.934566145092461,7.773514851485149,1.4395448079658606
DFR0218,1357,1357,377.0,0.0,0.2776141384388807,0.0,3725,0.0,0.0,0.0,0.0,0.0,0.0,2.7430044182621502
DGF0443,346,346,0.0,0.0,0.0,0.0,3007,0.0,0.0,0.0,0.0,0.0,0.0,8.6657060518732
DGM0754,29,29,0.0,0.0,0.0,0.0,431,0.0,0.0,0.0,0.0,0.0,0.0,14.366666666666667
DGN0480,329,329,0.0,0.0,0.0,0.0,4798,0.0,0.0,0.0,0.0,0.0,0.0,14.539393939393939
DGW0752,346,618,0.0,0.0,0.0,0.0,4986,0.0,0.0,0.0,0.0,0.0,0.0,8.054927302100161
DHM0937,346,346,0.0,0.0,0.0,0.0,3025,0.0,0.0,0.0,0.0,0.0,0.0,8.717579250720462
DIB0081,211,340,0.0,0.0,0.0,0.0,1418,1580.0,989.0,364.6723592662872,2.900293255131965,4.633431085043989,1.595959595959596,4.158357771260997
DIB0285,184,184,0.0,0.0,0.0,0.0,1613,375.0,779.0,358.2154255319149,4.210810810810811,2.027027027027027,0.4807692307692308,8.718918918918918
DIC0988,346,346,0.0,0.0,0.0,0.0,3007,0.0,0.0,0.0,0.0,0.0,0.0,8.6657060518732
DID0650,346,346,0.0,0.0,0.0,0.0,1022,0.0,0.0,0.0,0.0,0.0,0.0,2.9452449567723344
DIW0118,470,739,0.0,0.0,0.0,0.0,4658,1314.0,1359.0,363.706463878327,1.8364864864864865,1.7756756756756757,0.9661764705882353,6.294594594594595
DJB0159,361,641,0.0,0.0,0.0,0.0,6351,0.0,0.0,0.0,0.0,0.0,0.0,9.892523364485982
DJS0682,346,346,0.0,0.0,0.0,0.0,3003,0.0,0.0,0.0,0.0,0.0,0.0,8.654178674351584
DKB0631,346,346,0.0,0.0,0.0,0.0,1007,0.0,0.0,0.0,0.0,0.0,0.0,2.9020172910662825
DLF0377,346,346,0.0,0.0,0.0,0.0,3025,0.0,0.0,0.0,0.0,0.0,0.0,8.717579250720462
DLH0029,346,346,0.0,0.0,0.0,0.0,3040,0.0,0.0,0.0,0.0,0.0,0.0,8.760806916426512
DLM0051,511,856,213.0,182.0,0.2485414235705951,0.21236872812135357,7573,10673.0,7533.0,358.72550121791267,8.789964994165695,12.453908984830806,1.416644544730555,8.836639439906651
DLS0383,346,603,0.0,0.0,0.0,0.0,2987,0.0,0.0,0.0,0.0,0.0,0.0,4.945364238410596
DMG0358,1383,1655,431.0,0.0,0.2602657004830918,0.0,3691,0.0,0.0,0.0,0.0,0.0,0.0,2.228864734299517
DMK0257,445,715,48.0,6.0,0.0670391061452514,0.008379888268156424,3008,1499.0,1371.0,357.902,1.914804469273743,2.0935754189944134,1.0925655976676385,4.201117318435754
DMM0623,355,627,0.0,6.0,0.0,0.009554140127388535,5217,0.0,0.0,0.0,0.0,0.0,0.0,8.30732484076433
DOL0332,346,346,0.0,0.0,0.0,0.0,1008,0.0,0.0,0.0,0.0,0.0,0.0,2.9048991354466858
DOP0562,346,346,0.0,0.0,0.0,0.0,2986,0.0,0.0,0.0,0.0,0.0,0.0,8.605187319884726
DPM0423,457,457,0.0,0.0,0.0,0.0,3017,1403.0,2131.0,355.85470085470087,4.652838427947598,3.0633187772925763,0.6580675422138836,6.5873362445414845
DPS0262,127,127,8.0,2.0,0.0625,0.015625,946,0.0,0.0,0.0,0.0,0.0,0.0,7.390625
DRR0162,256,256,0.0,0.0,0.0,0.0,2737,529.0,1116.0,364.23018867924526,4.342412451361867,2.0583657587548636,0.4735899731423456,10.649805447470817
DRR0242,442,442,0.0,94.0,0.0,0.21218961625282168,3836,0.0,0.0,0.0,0.0,0.0,0.0,8.659142212189616
DSB0731,346,346,0.0,0.0,0.0,0.0,4936,0.0,0.0,0.0,0.0,0.0,0.0,14.22478386167147
DSM0591,346,346,0.0,0.0,0.0,0.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.9740634005763689
DTP0379,406,670,0.0,0.0,0.0,0.0,3311,0.0,0.0,0.0,0.0,0.0,0.0,4.934426229508197
DTT0076,346,346,0.0,0.0,0.0,0.0,6019,0.0,0.0,0.0,0.0,0.0,0.0,17.345821325648416
DVM0265,398,398,0.0,0.0,0.0,0.0,3022,0.0,0.0,0.0,0.0,0.0,0.0,7.5739348370927315
DVW0103,346,346,0.0,0.0,0.0,0.0,3049,0.0,0.0,0.0,0.0,0.0,0.0,8.786743515850144
DZC0228,346,346,0.0,0.0,0.0,0.0,3032,0.0,0.0,0.0,0.0,0.0,0.0,8.737752161383286
EAH0466,39,65,0.0,0.0,0.0,0.0,34,358.0,30.0,352.4206128133705,0.45454545454545453,5.424242424242424,11.548387096774194,0.5151515151515151
EBC0390,346,346,0.0,0.0,0.0,0.0,3018,0.0,0.0,0.0,0.0,0.0,0.0,8.697406340057636
ECF0828,211,211,0.0,0.0,0.0,0.0,207,0.0,0.0,0.0,0.0,0.0,0.0,0.9764150943396226
ECL0930,346,617,0.0,0.0,0.0,0.0,3041,0.0,0.0,0.0,0.0,0.0,0.0,4.9207119741100325
ECR0822,346,346,0.0,0.0,0.0,0.0,339,0.0,0.0,0.0,0.0,0.0,0.0,0.9769452449567724
EDA0684,44,44,2.0,0.0,0.044444444444444446,0.0,304,0.0,0.0,0.0,0.0,0.0,0.0,6.7555555555555555
EDB0714,242,242,0.0,0.0,0.0,0.0,255,526.0,1070.0,353.1707779886148,4.403292181069959,2.1646090534979425,0.4911297852474323,1.0493827160493827
EFS0882,346,346,0.0,0.0,0.0,0.0,1009,0.0,0.0,0.0,0.0,0.0,0.0,2.9077809798270895
EGD0132,189,189,0.0,0.0,0.0,0.0,195,399.0,833.0,355.6025,4.38421052631579,2.1,0.4784172661870504,1.0263157894736843
EGD0409,140,248,0.0,0.0,0.0,0.0,1239,0.0,0.0,0.0,0.0,0.0,0.0,4.975903614457831
EGK0893,346,346,0.0,0.0,0.0,0.0,997,0.0,0.0,0.0,0.0,0.0,0.0,2.873198847262248
EHB0420,660,991,49.0,189.0,0.04939516129032258,0.1905241935483871,3767,0.0,0.0,0.0,0.0,0.0,0.0,3.7973790322580645
EHB0824,164,164,2.0,0.0,0.012121212121212121,0.0,153,14.0,26.0,292.73333333333335,0.15757575757575756,0.08484848484848485,0.5185185185185185,0.9272727272727272
EHD0584,240,401,4.0,1.0,0.009950248756218905,0.0024875621890547263,208,11.0,14.0,370.0833333333333,0.03482587064676617,0.02736318407960199,0.7333333333333333,0.5174129353233831
EHR0096,346,346,0.0,0.0,0.0,0.0,3019,0.0,0.0,0.0,0.0,0.0,0.0,8.70028818443804
EIM0156,346,346,142.0,0.0,0.4092219020172911,0.0,3014,0.0,0.0,0.0,0.0,0.0,0.0,8.685878962536023
EIP0997,346,346,0.0,0.0,0.0,0.0,3017,0.0,0.0,0.0,0.0,0.0,0.0,8.694524495677234
EIS0041,1391,1661,406.0,0.0,0.24428399518652227,0.0,3287,3676.0,2644.0,353.35953222735924,1.5908543922984357,2.2117930204572804,1.3897920604914933,1.9777376654632972
EJW0884,346,345,0.0,0.0,0.0,0.0,1026,0.0,0.0,0.0,0.0,0.0,0.0,2.9653179190751446
ELB0847,381,381,0.0,0.0,0.0,0.0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.8795811518324608
ELH0960,346,346,0.0,0.0,0.0,0.0,333,0.0,0.0,0.0,0.0,0.0,0.0,0.9596541786743515
ELT0769,346,346,0.0,0.0,0.0,0.0,1004,0.0,0.0,0.0,0.0,0.0,0.0,2.893371757925072
EMB0531,346,619,0.0,0.0,0.0,0.0,990,0.0,0.0,0.0,0.0,0.0,0.0,1.596774193548387
EMS0317,346,346,0.0,0.0,0.0,0.0,4965,0.0,0.0,0.0,0.0,0.0,0.0,14.30835734870317
EMW0105,346,346,0.0,0.0,0.0,0.0,3646,0.0,0.0,0.0,0.0,0.0,0.0,10.507204610951009
EMW0772,361,361,0.0,0.0,0.0,0.0,998,181.0,260.0,360.0934065934066,0.7182320441988951,0.5,0.6934865900383141,2.7569060773480665
ENC0234,288,483,0.0,0.0,0.0,0.0,2268,0.0,0.0,0.0,0.0,0.0,0.0,4.68595041322314
ENL0100,346,346,0.0,0.0,0.0,0.0,3029,0.0,0.0,0.0,0.0,0.0,0.0,8.729106628242075
EPW0434,346,346,0.0,0.0,0.0,0.0,3053,0.0,0.0,0.0,0.0,0.0,0.0,8.798270893371757
ERH0449,346,346,0.0,0.0,0.0,0.0,332,0.0,0.0,0.0,0.0,0.0,0.0,0.9567723342939481
ESA0642,346,346,0.0,0.0,0.0,0.0,1004,0.0,0.0,0.0,0.0,0.0,0.0,2.893371757925072
ESH0135,346,346,0.0,0.0,0.0,0.0,327,0.0,0.0,0.0,0.0,0.0,0.0,0.9423631123919308
ESH0283,381,381,0.0,0.0,0.0,0.0,3049,2646.0,277.0,360.768039289762,0.725130890052356,6.9267015706806285,9.517985611510792,7.981675392670157
ESJ0670,515,515,0.0,129.0,0.0,0.25,4582,3303.0,366.0,353.8226392251816,0.7093023255813954,6.401162790697675,9.0,8.87984496124031
ESR0693,192,192,0.0,0.0,0.0,0.0,1475,509.0,391.0,359.74313725490197,2.0259067357512954,2.6373056994818653,1.2984693877551021,7.642487046632124
ETR0177,346,346,0.0,0.0,0.0,0.0,3711,0.0,0.0,0.0,0.0,0.0,0.0,10.694524495677234
ETR0428,417,417,0.0,0.0,0.0,0.0,3034,0.0,0.0,0.0,0.0,0.0,0.0,7.258373205741627
EWH0191,346,613,0.0,0.0,0.0,0.0,4649,0.0,0.0,0.0,0.0,0.0,0.0,7.571661237785016
EZH0736,346,346,0.0,0.0,0.0,0.0,4974,0.0,0.0,0.0,0.0,0.0,0.0,14.3342939481268
EZT0640,464,733,0.0,0.0,0.0,0.0,1015,0.0,0.0,0.0,0.0,0.0,0.0,1.38283378746594
FAW0032,354,354,0.0,0.0,0.0,0.0,4723,0.0,0.0,0.0,0.0,0.0,0.0,13.304225352112676
FBA0348,348,348,0.0,0.0,0.0,0.0,4704,0.0,0.0,0.0,0.0,0.0,0.0,13.478510028653295
FBW0747,398,398,0.0,20.0,0.0,0.05012531328320802,5369,0.0,0.0,0.0,0.0,0.0,0.0,13.456140350877194
FDE0117,346,346,0.0,0.0,0.0,0.0,4724,0.0,0.0,0.0,0.0,0.0,0.0,13.613832853025936
FEB0306,418,700,0.0,0.0,0.0,0.0,329,1157.0,719.0,360.39810017271157,1.0256776034236805,1.6504992867332382,1.6069444444444445,0.4693295292439372
FFC0891,292,453,14.0,2.0,0.030837004405286344,0.004405286343612335,566,961.0,833.0,356.48544698544697,1.8348017621145374,2.116740088105727,1.1522781774580335,1.2466960352422907
FGW0853,455,455,44.0,5.0,0.09649122807017543,0.010964912280701754,4663,0.0,0.0,0.0,0.0,0.0,0.0,10.225877192982455
FHO0630,346,346,0.0,0.0,0.0,0.0,4993,0.0,0.0,0.0,0.0,0.0,0.0,14.389048991354468
FHS0837,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
FIR0920,439,439,0.0,0.0,0.0,0.0,3006,0.0,0.0,0.0,0.0,0.0,0.0,6.831818181818182
FKB0163,346,346,0.0,0.0,0.0,0.0,3032,0.0,0.0,0.0,0.0,0.0,0.0,8.737752161383286
FKK0055,489,856,0.0,213.0,0.0,0.2485414235705951,4039,601.0,344.0,359.1312292358804,0.4014002333722287,0.7012835472578763,1.7420289855072464,4.712952158693115
FLM0213,346,345,0.0,0.0,0.0,0.0,4668,0.0,0.0,0.0,0.0,0.0,0.0,13.491329479768787
FMG0527,274,274,0.0,0.0,0.0,0.0,790,23.0,24.0,321.875,0.08727272727272728,0.08363636363636363,0.92,2.8727272727272726
FOB0756,567,912,0.0,159.0,0.0,0.1741511500547645,1242,165.0,309.0,348.31325301204816,0.3384446878422782,0.18072289156626506,0.532258064516129,1.3603504928806134
FPC0954,346,346,0.0,0.0,0.0,0.0,340,0.0,0.0,0.0,0.0,0.0,0.0,0.9798270893371758
FQA0854,351,351,0.0,0.0,0.0,0.0,5005,0.0,0.0,0.0,0.0,0.0,0.0,14.21875
FRB0023,346,346,0.0,0.0,0.0,0.0,3668,0.0,0.0,0.0,0.0,0.0,0.0,10.570605187319885
FRL0511,346,346,0.0,0.0,0.0,0.0,1004,0.0,0.0,0.0,0.0,0.0,0.0,2.893371757925072
FRR0832,346,346,0.0,0.0,0.0,0.0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.968299711815562
FSB0399,335,335,0.0,0.0,0.0,0.0,2924,0.0,0.0,0.0,0.0,0.0,0.0,8.702380952380953
FSC0601,324,324,0.0,0.0,0.0,0.0,4180,653.0,1263.0,359.09938837920487,3.8861538461538463,2.0092307692307694,0.5166139240506329,12.861538461538462
FTM0406,249,249,3.0,0.0,0.012,0.0,2136,33.0,36.0,334.3235294117647,0.144,0.132,0.8918918918918919,8.544
FUM0015,346,346,0.0,0.0,0.0,0.0,6114,0.0,0.0,0.0,0.0,0.0,0.0,17.619596541786745
FWM0707,374,374,0.0,0.0,0.0,0.0,333,0.0,0.0,0.0,0.0,0.0,0.0,0.888
FXF0957,346,346,0.0,0.0,0.0,0.0,335,0.0,0.0,0.0,0.0,0.0,0.0,0.9654178674351584
GAF0060,346,346,0.0,0.0,0.0,0.0,3031,0.0,0.0,0.0,0.0,0.0,0.0,8.734870317002882
GAF0570,366,633,0.0,0.0,0.0,0.0,3003,0.0,0.0,0.0,0.0,0.0,0.0,4.736593059936909
GBM0603,322,322,0.0,0.0,0.0,0.0,4673,0.0,0.0,0.0,0.0,0.0,0.0,14.467492260061919
GCC0744,346,346,0.0,0.0,0.0,0.0,5063,0.0,0.0,0.0,0.0,0.0,0.0,14.590778097982708
GCC0945,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
GCG0951,379,656,0.0,0.0,0.0,0.0,375,0.0,0.0,0.0,0.0,0.0,0.0,0.5707762557077626
GCL0016,406,719,0.0,77.0,0.0,0.10694444444444444,4126,199.0,267.0,350.015,0.37083333333333335,0.2763888888888889,0.7425373134328358,5.730555555555555
GCR0554,346,346,0.0,0.0,0.0,0.0,3008,0.0,0.0,0.0,0.0,0.0,0.0,8.668587896253602
GCS0518,346,346,0.0,0.0,0.0,0.0,1001,0.0,0.0,0.0,0.0,0.0,0.0,2.884726224783862
GCS0571,359,629,0.0,0.0,0.0,0.0,332,564.0,275.0,356.4283185840708,0.4365079365079365,0.8952380952380953,2.0434782608695654,0.526984126984127
GDF0704,369,643,0.0,0.0,0.0,0.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.5248447204968945
GHH0288,404,404,8.0,2.0,0.019753086419753086,0.0049382716049382715,336,1563.0,1428.0,354.8893861892583,3.525925925925926,3.859259259259259,1.0937718684394682,0.8296296296296296
GHL0460,232,232,2.0,0.0,0.008583690987124463,0.0,217,41.0,22.0,358.6190476190476,0.0944206008583691,0.1759656652360515,1.7826086956521738,0.9313304721030042
GJD0298,346,346,0.0,0.0,0.0,0.0,339,0.0,0.0,0.0,0.0,0.0,0.0,0.9769452449567724
GJT0386,346,346,0.0,0.0,0.0,0.0,2998,0.0,0.0,0.0,0.0,0.0,0.0,8.639769452449567
GKO0078,473,744,0.0,0.0,0.0,0.0,6000,942.0,723.0,352.7168610816543,0.9704697986577181,1.2644295302013422,1.3011049723756907,8.053691275167786
GLR0975,346,611,0.0,0.0,0.0,0.0,3687,0.0,0.0,0.0,0.0,0.0,0.0,6.0245098039215685
GMF0738,346,346,0.0,0.0,0.0,0.0,5036,0.0,0.0,0.0,0.0,0.0,0.0,14.512968299711815
GNS0178,402,676,22.0,2.0,0.03249630723781388,0.0029542097488921715,2947,3049.0,303.0,359.8927868852459,0.44756277695716395,4.503692762186115,10.029605263157896,4.353028064992614
GNZ0953,346,616,0.0,0.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0.0,0.0,0.5413290113452188
GOK0238,241,241,0.0,0.0,0.0,0.0,2104,0.0,0.0,0.0,0.0,0.0,0.0,8.694214876033058
GQF0659,346,346,0.0,0.0,0.0,0.0,1002,0.0,0.0,0.0,0.0,0.0,0.0,2.887608069164265
GQP0743,346,346,0.0,0.0,0.0,0.0,4978,0.0,0.0,0.0,0.0,0.0,0.0,14.345821325648416
GRC0145,346,346,0.0,0.0,0.0,0.0,3624,0.0,0.0,0.0,0.0,0.0,0.0,10.443804034582133
GRM0868,346,346,0.0,0.0,0.0,0.0,5078,0.0,0.0,0.0,0.0,0.0,0.0,14.63400576368876
GTD0116,346,346,0.0,0.0,0.0,0.0,4699,0.0,0.0,0.0,0.0,0.0,0.0,13.54178674351585
GTD0219,490,490,151.0,0.0,0.3075356415478615,0.0,1262,1281.0,957.0,355.4664586583463,1.9490835030549898,2.608961303462322,1.337160751565762,2.5702647657841142
GTD0898,346,346,0.0,0.0,0.0,0.0,1003,0.0,0.0,0.0,0.0,0.0,0.0,2.8904899135446684
GZB0469,346,346,0.0,0.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0.0,0.0,0.962536023054755
GZC0735,495,811,0.0,90.0,0.0,0.11083743842364532,5847,304.0,792.0,343.64262295081966,0.9753694581280788,0.37438423645320196,0.3833543505674653,7.2007389162561575
HAC0282,346,346,0.0,0.0,0.0,0.0,2989,0.0,0.0,0.0,0.0,0.0,0.0,8.613832853025936
HAD0246,656,1047,48.0,311.0,0.04580152671755725,0.2967557251908397,4820,315.0,424.0,360.68037974683546,0.40458015267175573,0.3005725190839695,0.7411764705882353,4.599236641221374
HAH0248,346,346,0.0,0.0,0.0,0.0,2985,0.0,0.0,0.0,0.0,0.0,0.0,8.602305475504323
HAH0760,346,611,0.0,0.0,0.0,0.0,998,1900.0,1342.0,360.0783798001052,2.19281045751634,3.104575163398693,1.4147431124348473,1.630718954248366
HAM0985,346,346,0.0,0.0,0.0,0.0,3050,0.0,0.0,0.0,0.0,0.0,0.0,8.789625360230547
HAV0121,346,346,0.0,0.0,0.0,0.0,3056,0.0,0.0,0.0,0.0,0.0,0.0,8.806916426512968
HBB0056,346,346,0.0,0.0,0.0,0.0,2989,0.0,0.0,0.0,0.0,0.0,0.0,8.613832853025936
HBO0413,323,323,0.0,0.0,0.0,0.0,2840,691.0,1408.0,358.23121387283237,4.345679012345679,2.132716049382716,0.49041873669268987,8.765432098765432
HCC0344,346,346,0.0,0.0,0.0,0.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,2.881844380403458
HCL0113,346,346,0.0,0.0,0.0,0.0,3039,0.0,0.0,0.0,0.0,0.0,0.0,8.75792507204611
HCL0651,372,644,0.0,0.0,0.0,0.0,1017,723.0,1320.0,346.2997237569061,2.046511627906977,1.1209302325581396,0.5473126419379258,1.5767441860465117
HCM0267,346,346,0.0,0.0,0.0,0.0,3021,8167.0,5955.0,358.89911851126345,17.161383285302595,23.53602305475504,1.371222296843519,8.706051873198847
HCS0003,346,346,0.0,0.0,0.0,0.0,9097,3045.0,2006.0,357.9468154957321,5.780979827089337,8.77521613832853,1.5171898355754858,26.21613832853026
HCV0478,346,611,0.0,0.0,0.0,0.0,5036,0.0,0.0,0.0,0.0,0.0,0.0,8.22875816993464
HCW0419,346,619,0.0,0.0,0.0,0.0,3054,0.0,0.0,0.0,0.0,0.0,0.0,4.925806451612903
HDD0789,346,346,0.0,0.0,0.0,0.0,4727,0.0,0.0,0.0,0.0,0.0,0.0,13.622478386167147
HDD0806,525,903,0.0,226.0,0.0,0.25,4143,0.0,0.0,0.0,0.0,0.0,0.0,4.582964601769912
HDH0928,346,346,0.0,0.0,0.0,0.0,3043,1577.0,1377.0,359.12674271229406,3.968299711815562,4.544668587896253,1.144412191582003,8.769452449567723
HDJ0446,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
HDL0748,346,346,0.0,0.0,0.0,0.0,5016,0.0,0.0,0.0,0.0,0.0,0.0,14.455331412103746
HDS0367,1380,1655,434.0,0.0,0.26207729468599034,0.0,3626,3406.0,2722.0,356.62811857939533,1.643719806763285,2.0567632850241546,1.250826294528094,2.1896135265700485
HFB0347,264,264,0.0,7.0,0.0,0.026415094339622643,767,1716.0,190.0,344.4414676761794,0.7169811320754716,6.475471698113208,8.984293193717278,2.8943396226415095
HGG0240,346,346,0.0,0.0,0.0,0.0,3021,0.0,0.0,0.0,0.0,0.0,0.0,8.706051873198847
HGH0595,346,346,0.0,0.0,0.0,0.0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.968299711815562
HGN0287,346,346,0.0,0.0,0.0,0.0,3371,0.0,0.0,0.0,0.0,0.0,0.0,9.714697406340058
HIA0414,346,346,0.0,0.0,0.0,0.0,3007,0.0,0.0,0.0,0.0,0.0,0.0,8.6657060518732
HIW0536,346,346,0.0,0.0,0.0,0.0,4713,0.0,0.0,0.0,0.0,0.0,0.0,13.5821325648415
HJA0018,346,609,0.0,0.0,0.0,0.0,3712,0.0,0.0,0.0,0.0,0.0,0.0,6.085245901639344
HJB0742,263,446,2.0,0.0,0.0044742729306487695,0.0,3494,5.0,12.0,222.66666666666666,0.026845637583892617,0.011185682326621925,0.38461538461538464,7.8165548098434
HJS0072,27,46,0.0,2.0,0.0,0.0425531914893617,216,82.0,52.0,317.8313253012048,1.1063829787234043,1.7446808510638299,1.5471698113207548,4.595744680851064
